Company,Q Number,Quarters,Performance,Weights,Index Returns,Returns,Operating Margins,ROE,ROA,Dividend Yield,Earnings Yield,Debt to Equity,Book Value Per Share,Profit Margin,Total Debt to Total Asset,,,,,,,,,,
ROBINSONS LAND CO,3,9/28/18,1,1.12,0.011557367,0.091397849,38.2099,12.0994,34609.9324,0,0,42.2563,17.0314,26.4651,24.1776,,,,,,,,,,
ROBINSONS LAND CO,4,12/28/18,0,1.09,0.026000368,-0.007389163,49.2627,14.4661,29249.5739,0,0,40.9252,17.6583,35.2633,22.6931,,,,,,,,,,
ROBINSONS LAND CO,1,3/29/19,1,1.25,0.060930723,0.215880893,32.9731,14.7948,34841.3982,0,0,39.8055,18.0042,21.629,21.4663,,,,,,,,,,
ROBINSONS LAND CO,2,6/28/19,1,1.33,0.009945802,0.075510204,37.713,13.3317,33494.8701,0,0,37.2212,18.3568,26.2722,20.4612,,,,,,,,,,
ROBINSONS LAND CO,3,9/30/19,0,1.27,-0.027581,-0.070208729,38.6158,13.9408,32585.7281,0,0,37.9334,18.2754,27.0953,20.0542,,,,,,,,,,
ROBINSONS LAND CO,4,12/27/19,1,1.42,0.004652227,0.124489796,42.0577,12.0998,39166.4738,-0.3887,8.8385,42.149,18.7896,30.8864,23.499,,,,,,,,,,
ROBINSONS LAND CO,1,3/31/20,0,1.11,-0.3191231,-0.461343013,42.0636,12.7271,38082.4179,0,0,45.1078,19.159,29.2293,23.8031,,,,,,,,,,
ROBINSONS LAND CO,2,6/30/20,1,1.12,0.166594941,0.177897574,36.6379,14.3048,41237.5195,-9.4461,18.3701,45.9128,19.7579,25.6445,24.4656,,,,,,,,,,
ROBINSONS LAND CO,3,9/30/20,0,0.96,-0.055332715,-0.187643021,25.1811,12.4444,35489.6279,-14.6825,13.3961,52.8079,19.358,11.8893,25.6181,,,,,,,,,,
ROBINSONS LAND CO,4,12/29/20,1,1.18,0.217501701,0.492957746,28.8462,10.3661,34761.3227,-15.7251,13.9745,54.3666,19.4962,15.6806,25.9057,,,,,,,,,,
ROBINSONS LAND CO,1,3/31/21,0,1.1,-0.097569789,-0.156603774,23.0511,8.437,41576.9681,0,0,54.1105,19.6077,12.8101,25.8276,,,,,,,,,,
ROBINSONS LAND CO,2,6/30/21,0,1,0.071211174,-0.033557047,18.0438,6.7485,42554.3451,-5.7272,7.5352,52.4968,20.1709,17.5974,26.6125,,,,,,,,,,
ROBINSONS LAND CO,3,9/30/21,0,0.91,0.007384912,-0.074074074,39.338,9.2522,43507.5027,11.3119,10.6467,51.9042,20.411,27.4251,25.9105,,,,,,,,,,
ROBINSONS LAND CO,4,12/31/21,1,1.06,0.024414343,0.2,28.9859,8.4872,28435.1775,24.1611,11.6239,37.6155,24.3308,18.066,21.2992,,,,,,,,,,
ROBINSONS LAND CO,1,3/31/22,1,1.1,0.01134974,0.067708333,30.3525,8.6213,30523.6783,9.012,9.8525,37.7242,24.3714,30.5856,21.572,,,,,,,,,,
ROBINSONS LAND CO,2,6/30/22,0,1.08,-0.145490993,-0.15902439,35.8161,8.0445,33758.187,20.0423,8.6756,34.0114,24.2191,20.9469,19.5649,,,,,,,,,,
ROBINSONS LAND CO,3,9/30/22,1,1.1,-0.067316174,-0.044083527,22.5243,8.7826,40748.7466,31.8688,11.5252,36.9261,24.8489,15.8226,22.9229,,,,,,,,,,
ROBINSONS LAND CO,4,12/29/22,0,0.87,0.143757174,-0.09223301,38.3111,9.3943,42825.5454,12.7639,14.1479,40.3345,24.7278,24.7271,24.2856,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,4,12/29/16,1,0,-0.103423057,0,5.2589,11.8838,-1558.9405,-1.9765,5.067,9.6635,33.6048,5.0178,6.9724,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,1,3/31/17,0,0,0.068864902,0,5.8869,12.0575,-6142.3015,0,0,13.0043,34.3592,4.8564,8.5738,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,2,6/30/17,0,0,0.072683308,0,4.505,12.3234,-4765.1684,-0.9707,5.3894,8.0936,35.1588,3.871,5.7501,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,3,9/29/17,0,0.53,0.041854304,0,5.607,12.5568,-4223.7651,0.033,4.9036,7.1342,35.2969,4.6327,5.1029,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,4,12/29/17,0,1.25,0.047358908,-0.028282828,5.4434,12.5634,-3683.1179,0,0,7.1411,36.2357,4.3674,5.1882,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,1,3/28/18,0,1.25,-0.067604768,-0.071725572,6.1142,12.7226,-8187.083,0,0,11.5403,37.2081,4.365,7.7609,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,2,6/29/18,0,1.19,-0.098517136,-0.109742441,4.4027,12.6899,-7092.4038,0,0,6.6163,37.916,4.1832,4.7367,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,3,9/28/18,0,1.18,0.011557367,0.002515723,5.5634,13.0334,-7641.7805,0,0,5.7498,38.0203,4.4771,4.0781,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,4,12/28/18,0,1.15,0.026000368,0.003764115,5.1894,12.9801,-3289.1384,0,0,7.3332,38.7148,3.8611,5.3644,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,1,3/29/19,0,1.07,0.060930723,-0.0125,4.8237,11.0382,-7994.0406,0,0,9.3447,43.4641,3.1198,6.3038,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,2,6/28/19,0,0.99,0.009945802,-0.063291139,3.8162,11.0817,-5713.0997,0,0,8.2052,44.2633,1.7042,5.7291,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,3,9/30/19,1,1.09,-0.027581,0.067567568,4.9788,11.448,17978.6394,0,0,40.6716,44.2631,2.6995,23.263,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,4,12/27/19,1,1.1,0.004652227,0.012658228,5.011,11.7416,16259.36,6.2883,6.0272,35.3853,45.2151,2.7312,21.3901,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,1,3/31/20,1,1.14,-0.3191231,-0.2875,5.2739,11.131,12393.8571,0,0,42.7131,45.7482,2.2329,23.7091,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,2,6/30/20,0,1.11,0.166594941,0.140350877,4.1766,11.3325,11386.5177,10.8905,8.9867,38.7286,46.1798,2.3035,23.0905,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,3,9/30/20,1,1.17,-0.055332715,0,3.2568,10.2056,9276.4779,12.5695,7.0542,38.8725,45.5803,2.0604,22.4245,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,4,12/29/20,0,0.97,0.217501701,0,4.2093,9.3784,15896.8579,6.567,6.5751,41.0364,45.8608,2.1663,24.0034,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,1,3/31/21,0,0.94,-0.097569789,-0.119230769,3.6452,7.962,15573.0222,0,0,47.5723,46.3387,1.9879,26.0681,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,2,6/30/21,0,0.83,0.071211174,-0.062008734,3.2648,7.2366,15833.4641,4.0585,5.8795,41.9714,46.2313,2.6538,24.0767,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,3,9/30/21,0,0.79,0.007384912,-0.03538175,3.2637,7.4595,16615.4815,6.3272,6.3308,42.8268,44.5874,2.0202,24.6059,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,4,12/31/21,1,0.96,0.024414343,0.262548263,3.9731,7.4856,16666.3127,6.3685,6.6383,42.0872,46.2249,2.775,24.0541,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,1,3/31/22,0,0.79,0.01134974,-0.150611621,5.0407,8.3566,17396.6213,12.0625,6.064,43.8708,45.6515,4.0962,25.0061,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,2,6/30/22,1,0.84,-0.145490993,-0.092709271,4.03,8.9824,18287.512,12.3693,7.6968,40.5659,45.3662,2.9922,23.8752,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,3,9/30/22,1,0.97,-0.067316174,0.08531746,4.7588,10.5127,21160.4306,10.7382,9.6929,46.3876,44.2249,3.6264,26.1037,,,,,,,,,,
ROBINSONS RETAIL HOLDINGS IN,4,12/29/22,0,0.84,0.143757174,-0.015539305,5.1124,11.5674,19852.3076,7.992,9.9578,44.2122,44.9234,3.7384,25.0968,,,,,,,,,,
SAN MIGUEL CORP,4,12/29/16,1,1.05,-0.103423057,0.131127451,14.4752,37.7775,499236,14.6861,48.5677,155.6614,114.7336,0.82,52.9888,,,,,,,,,,
SAN MIGUEL CORP,1,3/31/17,1,1.02,0.068864902,0.126760563,14.4695,40.0454,484736,0,0,157.5428,113.3325,1.8057,52.6557,,,,,,,,,,
SAN MIGUEL CORP,2,6/30/17,0,0.97,0.072683308,0,14.0543,38.7835,486701,13.3268,42.1464,154.9108,115.0966,3.187,52.2627,,,,,,,,,,
SAN MIGUEL CORP,3,9/29/17,0,0.87,0.041854304,-0.054807692,13.1196,37.9322,474017,0.211,42.3679,157.7081,117.1251,3.4041,52.8277,,,,,,,,,,
SAN MIGUEL CORP,4,12/29/17,1,0.94,0.047358908,0.135300102,14.3998,39.3557,479489,0,0,150.0506,119.4812,3.8921,51.2435,,,,,,,,,,
SAN MIGUEL CORP,1,3/28/18,1,1.21,-0.067604768,0.200716846,12.3455,39.6674,497810,0,0,149.503,121.779,3.2014,51.046,,,,,,,,,,
SAN MIGUEL CORP,2,6/29/18,1,1.38,-0.098517136,0.029850746,13.9481,40.9516,638741,0,0,179.7708,123.2306,3.13,55.3741,,,,,,,,,,
SAN MIGUEL CORP,3,9/28/18,1,1.67,0.011557367,0.22826087,12.9675,43.2919,683345,0,0,184.6389,124.4999,2.0574,56.2246,,,,,,,,,,
SAN MIGUEL CORP,4,12/28/18,0,1.41,0.026000368,-0.132743363,11.8387,43.3142,718950,0,0,193.4542,125.3459,2.7001,56.6106,,,,,,,,,,
SAN MIGUEL CORP,1,3/29/19,1,1.57,0.060930723,0.183673469,7.2188,37.912,700207,0,0,184.3365,137.4045,1.22,56.2854,,,,,,,,,,
SAN MIGUEL CORP,2,6/28/19,0,1.56,0.009945802,0.006896552,12.3966,37.0037,714466,0,0,186.8027,138.7149,2.2752,56.202,,,,,,,,,,
SAN MIGUEL CORP,3,9/30/19,1,1.58,-0.027581,-0.021118721,10.2525,34.2456,681699,0,0,168.5797,139.4058,2.9095,54.8221,,,,,,,,,,
SAN MIGUEL CORP,4,12/27/19,0,1.5,0.004652227,-0.043731778,12.495,34.3149,692378,-30.5567,26.3592,169.4123,138.2434,2.8141,55.4168,,,,,,,,,,
SAN MIGUEL CORP,1,3/31/20,0,1.21,-0.3191231,-0.442073171,10.2987,35.6141,707694,0,0,173.1464,135.1858,0.4147,54.7134,,,,,,,,,,
SAN MIGUEL CORP,2,6/30/20,0,1.14,0.166594941,0.092896175,5.4787,29.8202,722364,-101.7079,44.1637,191.053,132.3195,-0.5951,57.9504,,,,,,,,,,
SAN MIGUEL CORP,3,9/30/20,1,1.19,-0.055332715,-0.011,2.3066,23.2484,738897,-59.3174,30.6321,195.2688,124.1262,-4.5549,58.4931,,,,,,,,,,
SAN MIGUEL CORP,4,12/29/20,1,1.27,0.217501701,0.295247725,14.8751,21.0649,734543,-49.6374,29.021,179.2286,134.2764,4.0193,56.6257,,,,,,,,,,
SAN MIGUEL CORP,1,3/31/21,1,1.3,-0.097569789,-0.071038251,15.4215,21.4338,676922,0,0,156.4051,144.5856,1.7456,53.5816,,,,,,,,,,
SAN MIGUEL CORP,2,6/30/21,0,1.2,0.071211174,-0.012605042,16.0126,27.9124,688250,15.9918,32.4146,159.1878,144.4067,4.6212,54.0398,,,,,,,,,,
SAN MIGUEL CORP,3,9/30/21,0,1.16,0.007384912,-0.02212766,13.7847,36.6716,670243,-15.9892,41.9692,144.9358,144.8335,1.8061,52.0997,,,,,,,,,,
SAN MIGUEL CORP,4,12/31/21,0,1.13,0.024414343,0,11.1138,37.1169,737663,-13.187,43.0125,155.4916,132.1954,-0.4587,53.1272,,,,,,,,,,
SAN MIGUEL CORP,1,3/31/22,0,1.05,0.01134974,-0.042645779,11.7542,36.8765,798815,-18.0298,44.4953,161.4317,132.7419,0.6737,53.6024,,,,,,,,,,
SAN MIGUEL CORP,2,6/30/22,1,1.2,-0.145490993,-0.019090909,10.2496,36.7995,820100,-34.2363,46.575,162.9559,134.7137,2.0002,53.5486,,,,,,,,,,
SAN MIGUEL CORP,3,9/30/22,0,1.16,-0.067316174,-0.092215014,11.5867,42.3605,904395,-40.3962,54.0599,176.8572,130.6126,-1.9453,54.3381,,,,,,,,,,
SAN MIGUEL CORP,4,12/29/22,0,0.96,0.143757174,-0.051046452,4.6796,42.9568,1008243,-85.2507,56.1193,199.2109,124.1929,-3.434,57.7802,,,,,,,,,,
SECURITY BANK CORP,4,12/29/16,0,2.63,-0.103423057,-0.213576159,41.1773,11.9428,112328.951,-89.6346,5.6442,279.9938,127.1416,36.266,39.5155,,,,,,,,,,
SECURITY BANK CORP,1,3/31/17,0,2.64,0.068864902,0.063157895,43.5896,12.532,91702.152,0,0,242.6637,128.7547,37.7306,33.9134,,,,,,,,,,
SECURITY BANK CORP,2,6/30/17,1,2.56,0.072683308,0.074257426,50.426,11.9703,98668.732,18.6059,6.1209,232.9968,132.1832,45.4132,31.8893,,,,,,,,,,
SECURITY BANK CORP,3,9/29/17,1,2.75,0.041854304,0.120737327,49.0648,10.5126,143115.51,21.6751,6.2032,274.5066,133.9356,41.4712,35.7993,,,,,,,,,,
SECURITY BANK CORP,4,12/29/17,0,2.69,0.047358908,0.033717105,43.0966,10.7169,122539.798,0,0,238.3984,136.8076,38.0412,30.9031,,,,,,,,,,
SECURITY BANK CORP,1,3/28/18,1,2.76,-0.067604768,-0.045346062,48.4134,11.808,80143.093,0,0,149.6055,139.3065,39.8263,22.6509,,,,,,,,,,
SECURITY BANK CORP,2,6/29/18,0,2.54,-0.098517136,-0.166666667,47.14,11.4689,84109.312,0,0,145.3774,140.1855,37.2546,21.8798,,,,,,,,,,
SECURITY BANK CORP,3,9/28/18,0,1.93,0.011557367,-0.23,42.0783,10.9548,77685.123,0,0,141.0849,142.276,32.6883,20.9597,,,,,,,,,,
SECURITY BANK CORP,4,12/28/18,0,1.89,0.026000368,0.006493506,45.3455,11.1615,55458.342,0,0,123.775,144.9361,35.4562,18.4602,,,,,,,,,,
SECURITY BANK CORP,1,3/29/19,1,1.99,0.060930723,0.116129032,39.6897,10.3191,60541.08,0,0,132.7156,145.1492,30.2876,18.9474,,,,,,,,,,
SECURITY BANK CORP,2,6/28/19,0,1.93,0.009945802,-0.01734104,42.3779,10.4051,88416.889,0,0,145.9094,147.6105,31.6143,21.2791,,,,,,,,,,
SECURITY BANK CORP,3,9/30/19,1,2.3,-0.027581,0.158823529,41.8683,10.8833,106799.207,0,0,159.1415,151.8598,32.7608,23.4661,,,,,,,,,,
SECURITY BANK CORP,4,12/27/19,0,2.27,0.004652227,-0.010152284,35.0093,10.7944,105118.516,-43.3586,8.2501,147.3593,156.1964,31.4075,21.5151,,,,,,,,,,
SECURITY BANK CORP,1,3/31/20,0,1.81,-0.3191231,-0.451282051,29.1804,10.8912,66369.72,0,0,120.6456,156.8323,24.5819,17.9957,,,,,,,,,,
SECURITY BANK CORP,2,6/30/20,0,1.5,0.166594941,-0.037383178,17.5578,9.9677,44039.945,29.134,14.2834,105.0385,159.0467,21.8878,16.0633,,,,,,,,,,
SECURITY BANK CORP,3,9/30/20,0,1.41,-0.055332715,-0.105339806,18.1568,8.7204,-25081.619,120.6718,13.5607,58.8291,168.4831,21.9649,10.0964,,,,,,,,,,
SECURITY BANK CORP,4,12/29/20,1,1.69,0.217501701,0.454150841,-6.1415,5.4499,-7651.974,160.7852,9.483,49.8848,164.4915,6.9918,9.5097,,,,,,,,,,
SECURITY BANK CORP,1,3/31/21,1,1.69,-0.097569789,-0.097014925,7.1244,3.6856,-21642.705,0,0,54.9317,163.5032,7.5925,10.3751,,,,,,,,,,
SECURITY BANK CORP,2,6/30/21,0,1.54,0.071211174,-0.024793388,39.362,4.5234,-69254.437,74.0725,5.9752,46.2478,160.6268,19.5086,7.8073,,,,,,,,,,
SECURITY BANK CORP,3,9/30/21,0,1.37,0.007384912,-0.101694915,24.0212,4.2552,-99427.075,41.9181,5.9936,30.5557,163.9367,16.2905,5.3695,,,,,,,,,,
SECURITY BANK CORP,4,12/31/21,1,1.48,0.024414343,0.122641509,23.6057,6.653,-107509.24,40.6083,10.3554,25.6823,165.4857,19.6512,4.5844,,,,,,,,,,
SECURITY BANK CORP,1,3/31/22,0,1.32,0.01134974,-0.084033613,28.7835,8.2041,-87698.101,43.658,11.3529,26.6472,165.8435,22.8098,4.7637,,,,,,,,,,
SECURITY BANK CORP,2,6/30/22,0,1.3,-0.145490993,-0.16146789,40.4288,8.6795,-39016.649,33.0663,12.862,26.6197,162.4231,29.7617,4.6113,,,,,,,,,,
SECURITY BANK CORP,3,9/30/22,0,1.22,-0.067316174,-0.113785558,45.3263,10.2805,-40145.514,-2.5988,18.4831,36.2775,164.7168,36.7823,5.8855,,,,,,,,,,
SECURITY BANK CORP,4,12/29/22,0,1.15,0.143757174,0.074074074,32.1635,11.0917,-30894.274,-46.3893,22.6173,53.8012,164.8512,23.6955,8.3714,,,,,,,,,,
SEMIRARA MINING AND POWER CO,4,12/29/16,1,1.18,-0.103423057,0.141352063,38.2491,44.938,12742.9609,4.8901,10.4383,59.9403,7.4538,34.771,30.5231,,,,,,,,,,
SEMIRARA MINING AND POWER CO,1,3/31/17,1,1.2,0.068864902,0.135384615,23.3207,42.1148,9575.6056,0,0,48.6776,8.0463,22.8832,25.3791,,,,,,,,,,
SEMIRARA MINING AND POWER CO,2,6/30/17,1,1.22,0.072683308,0.087398374,47.6393,42.9221,7997.3707,3.3498,9.3448,45.5476,9.0547,42.7289,25.1837,,,,,,,,,,
SEMIRARA MINING AND POWER CO,3,9/29/17,0,1.36,0.041854304,-0.709034268,40.4813,44.9893,11630.9255,5.0121,8.6657,46.0703,8.6418,36.3135,25.56,,,,,,,,,,
SEMIRARA MINING AND POWER CO,4,12/29/17,0,1.12,0.047358908,-0.211991435,35.4434,46.496,14618.5409,0,0,51.6744,8.2572,30.4119,27.5698,,,,,,,,,,
SEMIRARA MINING AND POWER CO,1,3/28/18,0,1,-0.067604768,-0.176630435,19.5252,42.8064,9502.8378,0,0,47.8365,8.8354,22.1769,26.2761,,,,,,,,,,
SEMIRARA MINING AND POWER CO,2,6/29/18,1,0.85,-0.098517136,0,42.8829,40.6937,12836.244,0,0,52.8558,8.6404,40.0217,28.2831,,,,,,,,,,
SEMIRARA MINING AND POWER CO,3,9/28/18,0,0.74,0.011557367,-0.118811881,32.376,40.468,13370.4313,0,0,39.1004,9.5027,28.4168,23.4302,,,,,,,,,,
SEMIRARA MINING AND POWER CO,4,12/28/18,0,0.62,0.026000368,-0.13670412,17.4976,32.8395,14821.1711,0,0,41.9563,9.6852,9.9057,25.598,,,,,,,,,,
SEMIRARA MINING AND POWER CO,1,3/29/19,0,0.56,0.060930723,-0.047722343,28.6637,34.3981,18566.0768,0,0,51.2588,9.3947,28.8843,28.8098,,,,,,,,,,
SEMIRARA MINING AND POWER CO,2,6/28/19,1,0.58,0.009945802,0.054669704,24.8123,29.4404,15713.3655,0,0,51.1134,8.6932,23.9383,26.4356,,,,,,,,,,
SEMIRARA MINING AND POWER CO,3,9/30/19,1,0.59,-0.027581,-0.01511879,27.5048,26.1771,16689.8186,0,0,51.7356,9.5102,26.2023,28.2331,,,,,,,,,,
SEMIRARA MINING AND POWER CO,4,12/27/19,0,0.57,0.004652227,-0.035087719,20.0503,27.4588,14355.5581,7.2623,11.8568,46.1139,10.0672,23.9929,26.8515,,,,,,,,,,
SEMIRARA MINING AND POWER CO,1,3/31/20,0,0.41,-0.3191231,-0.5,17.9005,24.0839,12247.4879,0,0,42.2837,10.4071,10.7582,25.9033,,,,,,,,,,
SEMIRARA MINING AND POWER CO,2,6/30/20,0,0.41,0.166594941,0.152727273,16.7615,23.1964,17754.4205,17.5467,19.107,53.5369,9.4375,16.3872,29.8467,,,,,,,,,,
SEMIRARA MINING AND POWER CO,3,9/30/20,0,0.34,-0.055332715,-0.212933754,25.8187,16.1298,17918.1221,8.7544,12.1999,52.6854,9.684,19.427,30.5661,,,,,,,,,,
SEMIRARA MINING AND POWER CO,4,12/29/20,1,0.38,0.217501701,0.380761523,13.1096,12.6745,16169.6282,10.4949,12.6434,49.2628,9.8604,10.4013,29.0462,,,,,,,,,,
SEMIRARA MINING AND POWER CO,1,3/31/21,1,0.42,-0.097569789,-0.014513788,5.2559,9.2498,11892.501,0,0,47.3559,9.9246,3.5497,28.0791,,,,,,,,,,
SEMIRARA MINING AND POWER CO,2,6/30/21,1,0.43,0.071211174,0.085419735,26.097,13.1096,11787.6736,7.2865,9.0041,44.0138,9.2169,24.8635,24.0736,,,,,,,,,,
SEMIRARA MINING AND POWER CO,3,9/30/21,1,0.6,0.007384912,0.424694708,29.8884,19.4939,9408.0075,16.1144,13.1155,39.2167,10.1501,26.9308,23.6482,,,,,,,,,,
SEMIRARA MINING AND POWER CO,4,12/31/21,0,0.59,0.024414343,0.016666667,28.1098,25.1652,3905.6615,11.3921,12.5555,33.6572,11.0944,28.6717,21.4559,,,,,,,,,,
SEMIRARA MINING AND POWER CO,1,3/31/22,1,0.82,0.01134974,0.43793911,42.753,38.5437,6941.9633,19.3567,18.6445,33.2275,10.7304,41.0349,21.1531,,,,,,,,,,
SEMIRARA MINING AND POWER CO,2,6/30/22,1,1.1,-0.145490993,0.140065147,52.5254,63.7069,-4579.1855,11.3979,22.8083,25.9972,12.7655,51.7117,15.8002,,,,,,,,,,
SEMIRARA MINING AND POWER CO,3,9/30/22,1,1.3,-0.067316174,0.114285714,45.4077,66.1331,-12624.9465,11.8848,24.0453,20.0693,15.3012,46.9608,14.2807,,,,,,,,,,
SEMIRARA MINING AND POWER CO,4,12/29/22,0,1.01,0.143757174,-0.115384615,47.09,68.3314,-21143.5224,10.6929,25.2158,15.9635,17.6893,47.9737,12.0213,,,,,,,,,,
SM INVESTMENTS CORP,4,12/29/16,1,11.21,-0.103423057,-0.027468448,14.4983,18.189,240938.822,-0.5514,5.3456,73.0824,244.8701,8.7587,36.5245,,,,,,,,,,
SM INVESTMENTS CORP,1,3/31/17,0,10.81,0.068864902,0.064122137,14.2843,17.9387,216965.55,0,0,77.1177,249.4706,8.6128,37.128,,,,,,,,,,
SM INVESTMENTS CORP,2,6/30/17,1,11.52,0.072683308,0.152080344,16.924,17.7243,270466.484,-5.2479,5.8112,80.3284,257.1953,9.7355,38.3435,,,,,,,,,,
SM INVESTMENTS CORP,3,9/29/17,1,12.12,0.041854304,0.099626401,16.9177,18.3163,278280.491,-5.7657,5.6942,84.3878,256.6407,9.8958,39.4256,,,,,,,,,,
SM INVESTMENTS CORP,4,12/29/17,1,12.85,0.047358908,0.121177803,15.4082,18.5342,281924.9,0,0,83.5543,264.4367,8.5177,39.214,,,,,,,,,,
SM INVESTMENTS CORP,1,3/28/18,0,12.81,-0.067604768,-0.073737374,14.4033,18.6889,268121.964,0,0,78.6726,272.4036,7.6782,37.1871,,,,,,,,,,
SM INVESTMENTS CORP,2,6/29/18,1,13.08,-0.098517136,-0.045801527,17.7344,18.886,289421.49,0,0,77.7178,278.5595,9.6422,37.2368,,,,,,,,,,
SM INVESTMENTS CORP,3,9/28/18,1,13.35,0.011557367,0.033142857,17.3203,19.68,308780.866,0,0,80.3923,276.5832,9.5413,37.814,,,,,,,,,,
SM INVESTMENTS CORP,4,12/28/18,0,13.22,0.026000368,0.014933628,15.5748,19.6693,318269.516,0,0,81.4513,284.0333,8.5048,38.0509,,,,,,,,,,
SM INVESTMENTS CORP,1,3/29/19,0,12.68,0.060930723,0.017983651,13.98,19.6703,280765.664,0,0,78.3932,293.3689,7.9469,36.3857,,,,,,,,,,
SM INVESTMENTS CORP,2,6/28/19,1,13,0.009945802,0.037473233,17.8644,19.6418,315604.07,0,0,78.2567,306.3671,10.762,36.8791,,,,,,,,,,
SM INVESTMENTS CORP,3,9/30/19,1,13.4,-0.027581,0.002063983,17.895,20.5631,326812.503,0,0,80.78,306.5832,10.7832,37.1905,,,,,,,,,,
SM INVESTMENTS CORP,4,12/27/19,1,14.35,0.004652227,0.07415036,15.2178,20.3936,338165.522,1.3045,6.2883,79.8064,314.7729,9.4542,37.1938,,,,,,,,,,
SM INVESTMENTS CORP,1,3/31/20,1,16.29,-0.3191231,-0.215723873,16.6874,21.3675,328036.676,0,0,75.4042,317.6428,7.9144,35.3342,,,,,,,,,,
SM INVESTMENTS CORP,2,6/30/20,0,16.11,0.166594941,0.14792176,14.6675,20.2101,354450.485,0.2236,7.692,79.0195,316.2959,8.8641,36.8322,,,,,,,,,,
SM INVESTMENTS CORP,3,9/30/20,0,15.91,-0.055332715,-0.062832801,6.2099,15.9241,369902.887,0.0045,5.2953,77.96,317.9124,-2.583,36.3596,,,,,,,,,,
SM INVESTMENTS CORP,4,12/29/20,0,15.63,0.217501701,0.192045455,11.9105,13.8969,373494.469,0.8865,5.0409,76.9784,323.6452,10.0157,36.1654,,,,,,,,,,
SM INVESTMENTS CORP,1,3/31/21,1,15.8,-0.097569789,-0.084842707,10.4341,10.3852,367668.905,0,0,78.9511,335.2471,7.3081,36.4108,,,,,,,,,,
SM INVESTMENTS CORP,2,6/30/21,0,15.37,0.071211174,0.041145833,14.3062,9.7157,386221.34,-0.7226,3.323,77.7119,340.394,10.8437,36.5766,,,,,,,,,,
SM INVESTMENTS CORP,3,9/30/21,0,15.06,0.007384912,-0.009504752,13.5995,11.3708,412684.02,-1.4148,3.7833,79.4303,347.1945,12.316,37.2648,,,,,,,,,,
SM INVESTMENTS CORP,4,12/31/21,0,13.89,0.024414343,-0.047474747,9.0244,10.6702,431935.761,-3.5184,3.6508,82.3923,353.8148,8.4344,38.3171,,,,,,,,,,
SM INVESTMENTS CORP,1,3/31/22,0,12.98,0.01134974,-0.036055143,13.7726,12.2503,416520.18,-1.9672,4.5911,81.1702,371.5847,8.9449,37.1428,,,,,,,,,,
SM INVESTMENTS CORP,2,6/30/22,1,13.1,-0.145490993,-0.139713971,15.4033,13.0853,415987.132,-2.9332,5.1146,81.261,370.199,12.2498,37.6315,,,,,,,,,,
SM INVESTMENTS CORP,3,9/30/22,0,12.85,-0.067316174,-0.072890026,15.0121,14.4667,442611.171,-5.4104,6.6226,88.2347,368.7756,12.2004,39.5825,,,,,,,,,,
SM INVESTMENTS CORP,4,12/29/22,1,13.99,0.143757174,0.24137931,15.9985,16.7783,447513.069,-2.7847,8.6325,85.1255,387.2558,11.7011,38.918,,,,,,,,,,
SM PRIME HOLDINGS INC,4,12/29/16,1,8.03,-0.103423057,0.007104796,43.2793,15.8584,136538.77,-2.3916,4.2153,72.6262,7.76,26.2204,36.1275,,,,,,,,,,
SM PRIME HOLDINGS INC,1,3/31/17,0,7.39,0.068864902,-0.001763668,42.6223,15.8862,137593.395,0,0,69.8399,8.0155,28.8264,35.3075,,,,,,,,,,
SM PRIME HOLDINGS INC,2,6/30/17,1,8.08,0.072683308,0.166077739,46.6484,15.9062,141921.281,-1.6334,4.4663,69.9397,8.3256,32.1591,35.0106,,,,,,,,,,
SM PRIME HOLDINGS INC,3,9/29/17,1,8.07,0.041854304,0.043939394,46.3757,16.3011,149728.267,-2.8159,3.9447,77.487,8.3357,34.2598,37.2274,,,,,,,,,,
